"ID","poids","aa_region","aa_zme","aa_milieu_residence","aa_sexe","aa_nom_region","fs_FCS","fs_HDDS","abs_agric_index","abs_nagric_index","abs_ubt_pc","abs_pdam_inv","abs_ractif","abs_superficie_pc","abs_stock_pc","adap_nb_assistance","adap_educ_cm","adap_nb_culture","adap_eco_div","adap_LhCSI_inv","trans_hygiene_index","trans_acces_eau","trans_electricite","trans_cuisson","trans_sol_log","trans_intrants","trans_proximite"
10641,340.81193449633,"1","7","2","1","Région 1",65,7,0,4.05437474986421,0.0276923076923077,25.7227575982209,0.615384615384615,0,11.5384615384615,0,2,0,85.9784374203534,4,10.8819008758345,2,1,0,1,0,89.001437268834
10642,340.81193449633,"1","7","2","1","Région 1",65,6,5.49825145680589,5.52185877967958,0.0975,33.9337066747389,0.555555555555556,0.0555555555555556,2.5,0,4,1,92.1552077924124,4,73.7147887036345,2,1,0,1,3,100
10643,340.81193449633,"1","7","2","1","Région 1",65,8,2.82256749413946,4.55480558527476,0,39.1676866585067,0.777777777777778,0,11.1111111111111,0,4,0,12.9644639679089,4,74.825774393041,2,1,0,1,0,89.001437268834
10682,340.81193449633,"1","7","2","1","Région 1",74,8,6.26259030054819,7.95468147404245,0.045,30.9817709328543,0.529411764705882,0.0588235294117647,4.11764705882353,2,2,1,77.6749282696546,4,51.9879563733586,2,1,0,1,3,100
10630,45.0101125912201,"1","7","2","1","Région 1",77,7,0,5.79732785245449,0.141818181818182,30.2027748132337,0.545454545454545,0,13.6363636363636,0,1,0,85.9784374203534,4,63.710972009466,2,1,0,1,0,85.2296146368167
10631,45.0101125912201,"1","7","2","1","Région 1",86,7,0,3.21511265316495,0,24.5417515274949,0.428571428571429,0,7.14285714285714,0,3,0,14.4802795227578,4,61.1138626056586,2,1,0,1,0,86.6950206302606
10632,45.0101125912201,"1","7","2","1","Région 1",89,9,0,3.85975681147083,0,33.49609375,0.571428571428571,0,21.4285714285714,0,1,0,85.9784374203534,4,61.1138626056586,2,1,0,1,0,86.6950206302606
10676,45.0101125912201,"1","7","2","1","Région 1",67,7,0,4.91567821803917,0.00285714285714286,41.4795509222133,0.285714285714286,0,5,1,4,0,12.9644639679089,4,77.2064580131978,2,1,0,1,0,100
10677,45.0101125912201,"1","7","2","2","Région 1",76,8,0,3.76515334715798,0.0025,27.3551311103917,0.25,0,8.25,0,1,0,16.1483013582864,4,78.9919707283154,2,1,0,1,0,100
10678,45.0101125912201,"1","7","2","1","Région 1",59,6,0,4.23799204144405,0.036,24.9440437702064,0.45,0,1,1,1,0,22.3250717303454,4,75.4923658066849,2,1,0,1,0,89.001437268834
10679,45.0101125912201,"1","7","2","2","Région 1",84,7,0,4.45694748970792,0.0339285714285714,34.8610865333569,0.714285714285714,0,8.57142857142857,0,3,0,14.4802795227578,4,75.7780478411037,2,1,0,1,0,100
10696,45.0101125912201,"1","7","2","1","Région 1",77,7,0,5.92516879933254,0,45.8634244446476,0.571428571428571,0,5.71428571428571,1,5,0,16.1483013582864,4,57.6038579421263,2,1,0,1,0,100
10697,45.0101125912201,"1","7","2","1","Région 1",56,7,0,6.64066620079389,0,41.7989417989418,0.428571428571429,0,10,1,4,0,92.1552077924124,4,57.6038579421263,1,1,0,1,0,89.001437268834
10627,62.8632182830025,"1","7","2","2","Région 1",74,6,0,2.42144077367642,0,30.7053941908714,0.6,0,0,0,1,0,85.9784374203534,4,53.1452405456797,2,0,0,1,0,75.6964578990946
10628,62.8632182830025,"1","7","2","1","Région 1",76,7,0,3.74161887117935,0,31.1926605504587,0.5,0,6.25,0,1,0,23.808096484759,4,54.4054991881639,2,0,0,1,0,75.6964578990946
10629,62.8632182830025,"1","7","2","1","Région 1",68,8,0,4.73110709236844,0,32.5342465753425,0.4,0,10,0,1,0,85.9784374203534,4,54.6554709682803,2,0,0,1,0,75.6964578990946
10672,62.8632182830025,"1","7","2","1","Région 1",71,6,0,5.19285105525043,0,20.1929703652653,0.666666666666667,0,27.2222222222222,0,4,0,96.8161626096226,4,78.1587314612605,2,1,0,1,0,100
10673,62.8632182830025,"1","7","2","1","Région 1",62,6,0,4.44992198039222,0.118333333333333,41.1255411255411,0.5,0,8.33333333333333,0,3,0,7.84479220758761,4,76.4922529271507,2,1,0,1,0,100
10674,62.8632182830025,"1","7","2","1","Région 1",87,7,0,4.34541535413564,0,37.0234533346202,0.6,0,10,0,2,0,85.9784374203534,4,13.0355039045302,2,1,0,1,0,100
10675,62.8632182830025,"1","7","2","1","Région 1",106,8,0,6.04939785423317,0,33.7729627885068,0.615384615384615,0,23.0769230769231,0,1,0,85.9784374203534,4,86.0159672323643,2,1,0,1,0,100
10694,62.8632182830025,"1","7","2","1","Région 1",55,7,0,5.80846213857764,0,40.2888680131517,0.583333333333333,0,5,1,1,0,93.823229627941,4,58.9132339332125,2,1,0,1,0,100
10695,62.8632182830025,"1","7","2","1","Région 1",63,7,0,4.6783625190956,0,39.9239543726236,0.25,0,8.75,2,4,0,92.1552077924124,4,58.4966142996851,2,1,0,1,0,100
10603,86.2169390729085,"1","7","2","1","Région 1",90,9,7.979099207704,6.2939646958084,0,34,0.777777777777778,0,16.6666666666667,0,5,0,4.66095481721019,4,64.9229563979094,2,1,0,1,0,74.855447253965
10604,86.2169390729085,"1","7","2","1","Région 1",71,7,0,7.00267287770192,0,31.9402985074627,0.533333333333333,0,18.3333333333333,0,3,0,0,4,63.5897735706217,2,1,0,1,0,82.298802649929
10605,86.2169390729085,"1","7","2","1","Région 1",82,9,7.979099207704,7.12629156175881,0,29.7180043383948,0.5,0,12.5,0,1,0,77.6749282696546,4,63.2564778637997,2,1,0,1,0,86.6950206302606
10606,86.2169390729085,"1","7","2","1","Région 1",90,9,0,10.9096928601883,0,48.3472575372321,0.384615384615385,0,26.9230769230769,0,6,0,14.4802795227578,4,79.6176856212731,2,1,0,1,0,86.6950206302606
10644,86.2169390729085,"1","7","2","1","Région 1",94,11,0,3.07577007324419,0.00166666666666667,62.7394080092861,0.666666666666667,0,4.16666666666667,1,3,0,0,4,81.6687361247928,2,1,0,1,0,100
10645,86.2169390729085,"1","7","2","1","Région 1",107,10,0,3.77533702997552,0,33.4728033472803,0.428571428571429,0,14.2857142857143,0,1,0,77.6749282696546,4,80.0632783573859,2,1,0,1,0,100
10646,86.2169390729085,"1","7","2","1","Région 1",84,7,0,3.07520015971868,0,17.8236397748593,0.4,0,0,0,1,0,85.9784374203534,4,79.0023704702172,2,1,0,1,0,100
10647,86.2169390729085,"1","7","2","1","Région 1",45,6,0,7.5090272532394,0.216,47.00568752091,0.55,0.05,11.25,1,6,1,7.84479220758761,4,86.4911241318092,2,1,0,0,3,100
10683,86.2169390729085,"1","7","2","1","Région 1",87,8,0,5.27141849695298,0,28.2441951474041,0.25,0,4.58333333333333,2,2,0,0,4,58.9132339332125,2,1,0,1,0,100
10615,106.528917641147,"1","7","2","1","Région 1",94,9,0,6.40022350388269,0,52.1769662921348,0.333333333333333,0,11.1111111111111,0,6,0,14.4802795227578,4,62.7009850190965,2,1,0,1,0,85.2296146368167
10616,106.528917641147,"1","7","2","1","Région 1",43,5,0,3.31580690362041,0,12.2073578595318,1,0,0,0,3,0,85.9784374203534,3,68.2559134661289,2,1,0,1,0,98.5345940065561
10617,106.528917641147,"1","7","2","1","Région 1",79,7,0,7.22395661228582,0,30.1003344481605,0.454545454545455,0,13.6363636363636,0,3,0,85.9784374203534,4,49.8728826968824,2,1,0,1,0,75.6964578990946
10656,106.528917641147,"1","7","2","1","Région 1",104,10,0,5.69762716763059,0,51.6660563896009,0.4,0,4,0,6,0,16.1483013582864,4,79.4919142885483,2,1,0,1,0,100
10657,106.528917641147,"1","7","2","1","Région 1",73,7,0,3.25347371355467,0,52.7847646424722,0.333333333333333,0,0.333333333333333,0,6,0,16.1483013582864,4,74.825774393041,2,1,0,1,0,100
10658,106.528917641147,"1","7","2","1","Région 1",59,7,0,2.43548990445672,0.0185714285714286,45.5000736485491,0.714285714285714,0,3.57142857142857,0,1,0,85.9784374203534,4,14.1782320422054,2,1,0,1,0,100
10659,106.528917641147,"1","7","2","1","Région 1",87,8,0,1.85195892384397,0,83.4510150044131,0.4,0,0,0,4,0,14.4802795227578,4,77.4921400476166,2,1,0,1,0,94.1383760262246
10684,106.528917641147,"1","7","2","1","Région 1",62,7,0,3.36261184548747,0,41.7879417879418,0.666666666666667,0,0,1,4,0,85.9784374203534,4,58.0799946661576,2,1,0,1,0,100
10687,106.528917641147,"1","7","2","1","Région 1",82,9,2.82256749413946,6.74654373059185,0.181818181818182,39.5740465577018,0.272727272727273,0,0,2,1,0,4.66095481721019,4,49.8728826968824,2,1,0,1,0,89.001437268834
10607,129.308213368223,"1","7","2","1","Région 1",77,8,0,2.82621622324378,0,53.2786885245902,0.333333333333333,0,8.33333333333333,0,1,0,85.9784374203534,4,61.58999932969,2,1,0,1,0,88.1604266237045
10608,129.308213368223,"1","7","2","1","Région 1",86,8,0,5.71870009479798,0,54.1860465116279,1,0,21.4285714285714,0,2,0,85.9784374203534,4,63.9706829498467,2,1,0,1,0,86.6950206302606
10609,129.308213368223,"1","7","2","1","Région 1",95,9,0,8.75892732695068,0.12,39.7091229616571,0.75,0,12.5,0,5,0,19.1412343399679,4,80.0022575906831,2,1,0,1,0,86.6950206302606
10610,129.308213368223,"1","7","2","1","Région 1",60,7,0,5.30815954517286,0,19.9203187250996,0.375,0,6.25,0,2,0,90.6393922375636,4,68.2559134661289,2,0,0,1,0,79.8263214490618
10648,129.308213368223,"1","7","2","1","Région 1",97,9,0,4.8018804971317,0,38.0327868852459,0.555555555555556,0,5,1,6,0,14.4802795227578,4,78.1587314612605,2,1,0,1,0,100
10649,129.308213368223,"1","7","2","1","Région 1",65,8,0,3.58306365007644,0.012,41.2094064949608,0.5,0.1,12,0,3,2,0,4,76.4922529271507,2,1,0,1,3,100
10650,129.308213368223,"1","7","2","1","Région 1",68,8,0,2.41160445549545,0,40.4710920770878,0.5,0,6.75,0,1,0,12.9644639679089,4,78.9919707283154,2,1,0,1,0,100
10651,129.308213368223,"1","7","2","1","Région 1",97,11,0,4.32992601630584,0,23.7189786891255,0.625,0,13.125,0,1,0,85.9784374203534,4,77.7421118277331,2,1,0,1,0,100
10685,129.308213368223,"1","7","2","1","Région 1",82,7,0,5.63215306529538,0.06,42.8218585983328,0.666666666666667,0,2.91666666666667,2,1,0,85.9784374203534,4,59.7464732002674,2,1,0,1,0,100
10611,81.3149726373251,"1","7","2","1","Région 1",75,7,0,6.36432581976594,0,35.6626506024096,0.555555555555556,0,16.6666666666667,0,2,0,85.9784374203534,2,67.1449277767224,2,1,0,1,0,100
10612,81.3149726373251,"1","7","2","1","Région 1",99,11,15.3876997642972,11.0103462669579,0.506470588235294,54.6836684649338,0.529411764705882,0,23.5294117647059,0,6,0,14.4802795227578,4,80.8845109322706,2,1,0,1,0,98.5345940065561
10613,81.3149726373251,"1","7","2","1","Région 1",94,8,0,6.08273629146896,0,60.5086190925549,0.666666666666667,0,27.7777777777778,0,6,0,14.4802795227578,4,81.6687361247928,2,1,1,1,0,88.1604266237045
10614,81.3149726373251,"1","7","2","1","Région 1",90,8,0,10.3329273506923,0,42.3326133909287,0.75,0,43.75,0,6,0,14.4802795227578,4,85.0016931930123,2,1,0,1,0,98.5345940065561
10652,81.3149726373251,"1","7","2","1","Région 1",105,9,0,6.41778880297561,0,47.5620975160994,0.6,0,10,1,1,0,85.9784374203534,4,77.9920836078495,2,1,0,1,0,100
10653,81.3149726373251,"1","7","2","1","Région 1",35.5,5,0,3.73930361164063,0,41.551724137931,0.333333333333333,0,6.25,0,3,0,85.9784374203534,4,75.6590136600959,2,0,0,1,0,100
10654,81.3149726373251,"1","7","2","1","Région 1",68,6,0,3.41112374089648,0,28.6176693776232,0.538461538461538,0,0,1,4,0,85.9784374203534,4,59.3619012308574,2,1,0,1,0,100
10655,81.3149726373251,"1","7","2","2","Région 1",64,8,0,2.2874744647064,0,29.700272479564,0.833333333333333,0,17.5,0,1,0,85.9784374203534,4,6.10097554312051,2,1,0,1,0,100
10686,81.3149726373251,"1","7","2","2","Région 1",76,7,2.82256749413946,6.62639530568566,0.045,34.9780954576896,0.666666666666667,0,10,2,1,0,82.3358830868648,4,58.9132339332125,2,1,0,1,0,100
10618,72.5457108823194,"1","7","2","1","Région 1",100,8,0,7.4221535074049,0,43.5779816513761,0.6,0,20,0,3,0,85.9784374203534,4,63.2564778637997,2,1,0,1,0,98.5345940065561
10619,72.5457108823194,"1","7","2","1","Région 1",71,7,0,5.0829173684771,0,30.939226519337,0.5,0,237.5,0,5,0,85.9784374203534,4,60.7567600626351,2,1,0,1,0,89.001437268834
10620,72.5457108823194,"1","7","2","1","Région 1",77,7,0,7.35543114257194,0,31.3829787234043,0.444444444444444,0,16.6666666666667,0,3,0,85.9784374203534,4,61.58999932969,2,0,0,1,0,86.0706252819463
10660,72.5457108823194,"1","7","2","1","Région 1",65,6,0,2.06413273605499,0.00142857142857143,36.0253070338668,0.714285714285714,0,3.57142857142857,0,4,0,12.9644639679089,4,77.2064580131978,2,1,0,1,0,100
10661,72.5457108823194,"1","7","2","1","Région 1",90,8,0,4.29814897888704,0,53.021978021978,0.75,0,0,0,1,0,85.9784374203534,4,6.93421481017538,2,0,0,1,0,89.001437268834
10662,72.5457108823194,"1","7","2","1","Région 1",90,9,0,3.46791254727422,0,38.6328593455542,0.4,0,0,0,1,0,85.9784374203534,4,67.8912460316313,2,0,0,1,0,89.001437268834
10663,72.5457108823194,"1","7","2","1","Région 1",97,8,0,5.49521471422491,0.1975,26.8308655000546,0.25,0,0,0,1,0,93.823229627941,3,73.9925351259861,2,1,0,1,0,89.001437268834
10688,72.5457108823194,"1","7","2","2","Région 1",75,8,0,6.80599111453795,0,36.396955173386,0.666666666666667,0,8.33333333333333,3,3,0,85.9784374203534,4,58.9132339332125,2,1,0,1,0,89.001437268834
10689,72.5457108823194,"1","7","2","2","Région 1",73,6,0,6.8863953204096,0,35.57278208441,0.714285714285714,0,5.28571428571429,1,1,0,77.6749282696546,4,60.4606782863144,2,0,0,1,0,89.001437268834
10624,181.990653045442,"1","7","2","1","Région 1",71,7,0,4.36292642856928,0,41.3449564134496,0.875,0,6.25,0,4,0,85.9784374203534,4,63.2564778637997,2,1,0,1,0,86.6950206302606
10625,181.990653045442,"1","7","2","1","Région 1",81,7,4.35124518162405,5.6160970948231,0.305,28.0500521376434,0.75,0.125,31.25,0,2,1,85.9784374203534,4,78.9919707283154,2,1,0,1,3,75.5828803974037
10626,181.990653045442,"1","7","2","2","Région 1",70,7,0,5.999276817074,0,26.7213114754098,0.571428571428571,0,7.14285714285714,0,3,0,12.9644639679089,4,69.684323638223,2,1,0,1,0,86.6950206302606
10668,181.990653045442,"1","7","2","1","Région 1",66,8,0,1.83973742555452,0,60.3169469598965,0.25,0,0.5,0,1,0,12.9644639679089,4,81.49168852948,2,1,0,1,0,100
10669,181.990653045442,"1","7","2","1","Région 1",90,8,0,2.16659995192185,0,31.3101276893476,0.5,0,2.75,0,3,0,85.9784374203534,4,76.4922529271507,2,0,0,1,0,89.001437268834
10670,181.990653045442,"1","7","2","1","Région 1",62,6,0,2.74771335742202,0,66.2444871649893,0.666666666666667,0,0,0,1,0,85.9784374203534,2,6.10097554312051,2,1,0,1,0,89.001437268834
10671,181.990653045442,"1","7","2","1","Région 1",62,6,0,2.9941667910229,0,54.1544655929722,0.333333333333333,0,5.55555555555556,0,1,0,90.6393922375636,4,61.4129517343771,2,1,0,1,0,89.001437268834
10690,181.990653045442,"1","7","2","1","Région 1",59,8,0,3.57752059432304,0,48.2383645063071,0.285714285714286,0,7.14285714285714,2,4,0,85.9784374203534,4,51.3157633511967,2,0,0,1,0,89.001437268834
10693,181.990653045442,"1","7","2","1","Région 1",63,7,0,8.09819468723347,0,42.7868150684931,0.363636363636364,0,2.72727272727273,1,2,0,85.9784374203534,4,51.1859078810063,2,0,0,1,0,89.001437268834
10621,51.7232853472893,"1","7","2","1","Région 1",96,7,0,10.3807960509615,0,39.7291196388262,0.333333333333333,0,16.6666666666667,0,2,0,85.9784374203534,4,63.2564778637997,2,1,0,1,0,86.6950206302606
10622,51.7232853472893,"1","7","2","1","Région 1",89,10,0,8.20154439916212,0,40.3800475059382,0.363636363636364,0,31.8181818181818,0,6,0,16.1483013582864,4,62.8019837181334,2,1,0,1,0,78.360915455618
10623,51.7232853472893,"1","7","2","1","Région 1",63,6,0,2.97384922711045,0,22.8122662677636,0.666666666666667,0,5.55555555555556,0,2,0,85.9784374203534,4,62.7009850190965,2,1,0,1,0,64.5531315135811
10664,51.7232853472893,"1","7","2","1","Région 1",112,9,6.11471074993834,7.04078348712744,0,37.0215311004785,0.384615384615385,0,30.7692307692308,1,5,0,85.9784374203534,4,80.7225445906601,2,1,0,1,0,100
10665,51.7232853472893,"1","7","2","1","Région 1",84,8,0,3.99672763074218,0,47.1344402785217,0.4,0,0,0,1,0,77.6749282696546,4,67.8912460316313,2,1,0,1,0,89.001437268834
10666,51.7232853472893,"1","7","2","1","Région 1",40,6,0,3.37488954640954,0,49.1273304244348,1,0,0,0,5,0,85.9784374203534,4,73.8905687544264,2,0,0,1,0,89.001437268834
10667,51.7232853472893,"1","7","2","1","Région 1",90,9,0,4.8021638586103,0,23.3279234645938,0.333333333333333,0,3.33333333333333,1,2,0,14.4802795227578,4,67.2246546179875,2,0,0,1,0,89.001437268834
10691,51.7232853472893,"1","7","2","1","Région 1",57,7,0,6.8660725653649,0,48.6988847583643,0.428571428571429,0,5.28571428571429,1,1,0,90.6393922375636,4,59.0322681142203,2,1,0,1,0,89.001437268834
10692,51.7232853472893,"1","7","2","1","Région 1",82,7,0,8.8354276365057,0.204090909090909,37.8377354200614,0.363636363636364,0,4.54545454545455,1,5,0,90.6393922375636,4,76.0377587814845,2,1,0,1,0,100
1478,85.6577612312153,"1","8","2","1","Région 1",75,7,0,6.11443210104572,0.12,32.6047358834244,0.285714285714286,0.0714285714285714,18.5714285714286,0,1,1,85.9784374203534,2,51.3157633511967,2,1,0,0,3,81.131153975668
1491,85.6577612312153,"1","8","2","1","Région 1",71,8,3.58690633788176,5.8826281547315,0.125,26.8188302425107,0.5,0.125,60,0,2,1,0,2,47.8128227877628,2,1,0,0,3,81.131153975668
1492,85.6577612312153,"1","8","2","1","Région 1",77,6,0,4.66543886882048,0,35.8059914407989,0.333333333333333,0,8.33333333333333,0,5,0,85.9784374203534,4,53.4583786093378,2,1,0,0,0,81.131153975668
1493,85.6577612312153,"1","8","2","1","Région 1",69,7,4.96870049389331,7.21115119759495,0.2275,13.9678615574784,0.333333333333333,0.166666666666667,0,0,1,2,0,4,45.8572588342843,2,0,0,0,3,70.132591244502
1494,85.6577612312153,"1","8","2","1","Région 1",58,7,2.82256749413946,9.37796612087833,0.0873913043478261,29.5212250436131,0.521739130434783,0.217391304347826,6.52173913043478,1,2,3,82.3358830868648,4,44.7704250076909,2,0,0,1,3,89.001437268834
1505,85.6577612312153,"1","8","2","1","Région 1",98,9,13.4773506645099,4.36300236842973,0.115666666666667,10.7991360691145,0.6,0.133333333333333,29.3333333333333,0,1,1,85.9784374203534,4,42.8643981311318,2,0,0,0,4,89.001437268834
1506,85.6577612312153,"1","8","2","1","Région 1",40,5,9.70261310695691,5.78953530672375,0.0545,19.5967376529225,0.5,0.05,5.2,0,1,1,85.9784374203534,3,48.8569201956818,2,0,0,0,4,89.001437268834
1507,85.6577612312153,"1","8","2","1","Région 1",44.5,5,0,4.08232471714058,0.0454545454545455,15.9103963239518,0.409090909090909,0.0454545454545455,0.454545454545455,0,1,1,90.6393922375636,4,48.8569201956818,2,0,0,0,4,89.001437268834
1508,85.6577612312153,"1","8","2","1","Région 1",34,4,0,3.85171787035105,0,9.63855421686746,0.363636363636364,0.0909090909090909,0.181818181818182,0,2,1,85.9784374203534,3,41.8342114009549,2,0,0,0,3,86.2234022106198
7905,79.4548262044451,"1","8","2","1","Région 1",76,9,7.02692914429048,5.82928651773964,0.541111111111111,41.209858103062,0.444444444444444,0.166666666666667,22.2222222222222,2,2,3,90.6393922375636,4,60.3019660449706,2,1,0,0,4,100
7919,79.4548262044451,"1","8","2","1","Région 1",83,8,13.1416398942288,5.20849427371129,0.26,22.1914008321775,0.375,0.25,50,0,3,2,23.808096484759,4,65.7561956649643,2,1,0,1,3,87.3912676210427
7920,79.4548262044451,"1","8","2","1","Région 1",86,9,4.58603306245376,5.02517137291122,0.336923076923077,31.0924369747899,0.692307692307692,0.0769230769230769,53.8461538461538,0,3,1,85.9784374203534,4,64.4101937720295,2,1,0,1,3,64.5843176662378
7921,79.4548262044451,"1","8","2","1","Région 1",68,8,0,4.99717798459154,0,25.1069900142653,0.8,0,0,0,1,0,85.9784374203534,4,66.2561392251972,2,1,0,1,0,84.6052192885024
7922,79.4548262044451,"1","8","2","1","Région 1",78,7,2.82256749413946,4.37671883626101,0,18.9285714285714,0.235294117647059,0.117647058823529,8.23529411764706,0,1,1,0,4,62.9623934166039,2,1,0,0,3,70.1403877826662
7958,79.4548262044451,"1","8","2","1","Région 1",50,4,2.82256749413946,3.19850821305683,0.396666666666667,25.8675078864353,0.666666666666667,0.333333333333333,35,1,1,4,85.9784374203534,3,40.2117030127092,1,0,0,0,3,66.7459706504637
7959,79.4548262044451,"1","8","2","1","Région 1",100,6,0,5.75567422463877,0.016,13.227443267276,0.533333333333333,0.0666666666666667,8.66666666666667,1,1,1,85.9784374203534,4,62.2255325668925,1,1,0,1,3,66.7459706504637
7960,79.4548262044451,"1","8","2","1","Région 1",65,7,0,3.69003137108508,0.1675,15.1108944674628,0.375,0.25,1.25,1,1,3,23.808096484759,3,48.8569201956818,1,0,0,0,3,66.7459706504637
7973,79.4548262044451,"1","8","2","1","Région 1",55,7,2.82256749413946,2.33862488635435,0.106111111111111,11.7261471230881,0.555555555555556,0.222222222222222,10.3333333333333,0,1,2,0,4,58.2769950307274,1,0,0,0,3,66.7459706504637
1479,336.614448109375,"1","8","1","1","Région 1",90,8,6.26259030054819,7.60341899525491,0.0277777777777778,23.2558139534884,0.388888888888889,0.222222222222222,33.3333333333333,0,2,2,23.808096484759,4,59.2774005763344,2,1,0,1,3,67.2253856082686
1480,336.614448109375,"1","8","1","1","Région 1",99,8,10.6547831703704,10.5739954513753,0.470967741935484,30.84495488105,0.387096774193548,0.0967741935483871,17.741935483871,0,2,1,23.808096484759,4,56.4820172287955,2,1,0,1,3,65.7521830766606
1481,336.614448109375,"1","8","1","1","Région 1",65,7,0,4.86116985465344,0,14.4375553587245,0.666666666666667,0,0,0,1,0,85.9784374203534,4,59.2774005763344,2,0,0,1,0,79.0649589845642
1482,336.614448109375,"1","8","1","1","Région 1",75,8,5.49825145680589,6.0332176046852,0.0505882352941176,19.1155492154066,0.470588235294118,0.117647058823529,0,0,2,1,85.9784374203534,4,56.1404998062455,2,1,0,1,3,69.9956241283187
1496,336.614448109375,"1","8","1","1","Région 1",79,7,7.02692914429048,8.75484075555763,0.125,25.1732101616628,0.5,0.25,26.875,2,1,2,90.6393922375636,4,60.9963321008497,2,1,0,1,3,97.2141684036216
1513,336.614448109375,"1","8","1","1","Région 1",70,9,8.55560683177507,9.12233108283429,0.2,24.9374478732277,0.3,0.1,11.6666666666667,0,1,3,12.9644639679089,4,11.8861693308003,2,1,0,1,3,86.2234022106198
1514,336.614448109375,"1","8","1","1","Région 1",99.5,7,7.02692914429048,4.38781376247506,0,19.7080291970803,0.454545454545455,0.181818181818182,18.1818181818182,1,1,3,0,4,55.723425766938,2,1,0,1,3,80.6595355560272
1515,336.614448109375,"1","8","1","1","Région 1",75.5,9,8.55560683177507,5.3946228641786,0.788571428571428,17.0610211706102,0.428571428571429,0.428571428571429,15.7142857142857,1,1,2,12.9644639679089,4,77.4037133610554,2,1,0,1,3,75.1034654395988
1516,336.614448109375,"1","8","1","1","Région 1",67.5,8,2.82256749413946,7.28247387869784,0.0769230769230769,26.6209804955192,0.461538461538462,0.230769230769231,50,0,1,3,12.9644639679089,4,72.4338419220583,2,1,0,1,3,80.6595355560272
10591,385.487164372678,"1","8","1","1","Région 1",87,7,10.6547831703704,12.0010030438872,0.814761904761905,22.3696682464455,0.571428571428571,0.428571428571429,35.7142857142857,0,1,1,16.1483013582864,4,62.4943956634962,1,1,0,1,3,64.5843176662378
